"Sample.Name","Biol.Rep","Year","Month","Day","TP.ug.L","TDP.ug.L","SRP.ug.L","TN.ug.L","TDN.ug.L","NO3.plus.NO2.ug.L","NO2.only.ug.L","NH4.ug.L","Notes"
"ME22Aug2015","B",2015,8,22,31.261,10.634,NA,660.72,609.795,3.09,0.339,63.388,NA
"ME25Aug2015","A",2015,8,25,28.831,12.543,NA,582.835,554.415,1.576,2.727,16.164,NA
"ME25Aug2015","B",2015,8,25,28.055,9.045,NA,589.249,520.759,2.22,0.292,15.795,NA
"ME30Aug2015","A",2015,8,30,25.461,12.162,NA,605.271,620.074,2.061,2.877,36.292,NA
"ME30Aug2015","B",2015,8,30,24.112,10.328,NA,582.343,613.404,3.426,0.454,40.056,NA
"ME01Sep2015","A",2015,9,1,22.609,10.605,NA,571.883,551.323,2.265,2.788,24.397,NA
"ME01Sep2015","B",2015,9,1,23.325,9.411,NA,569.647,586.173,2.726,0.375,25.401,NA
"ME13Sep2015","A",2015,9,13,23.765,11.509,NA,531.64,529.544,2.633,3.381,27.048,NA
"ME13Sep2015","B",2015,9,13,24.063,9.303,NA,505.839,543.263,3.028,1.152,25.249,NA
"ME16Sep2015","A",2015,9,16,26.016,14.32,NA,561.744,598.968,2.192,3.013,20.408,NA
"ME16Sep2015","B",2015,9,16,24.748,9.201,NA,523.29,526.128,2.382,0.264,12.697,NA
"ME19Sep2015","A",2015,9,19,28.236,10.381,NA,589.704,516.305,1.224,2.955,14.545,NA
"ME19Sep2015","B",2015,9,19,28.391,8.766,NA,626.649,575.944,1.773,0.269,21.562,NA
"ME22Sep2015","A",2015,9,22,27.19,10.924,NA,586.775,487.339,2.474,NA,11.49,NA
"ME22Sep2015","B",2015,9,22,30.456,8.075,NA,546.511,488.925,2.333,0.578,11.513,NA
"ME26Sep2015","A",2015,9,26,24.822,10.572,NA,585.954,565.166,1.623,2.712,16.194,NA
"ME26Sep2015","B",2015,9,26,26.427,11.289,NA,580.104,557.491,3.379,0.602,15.446,NA
"ME04Oct2015","A",2015,10,4,47.256,13.071,NA,706.815,620.395,3.737,3.321,147.257,NA
"ME04Oct2015","B",2015,10,4,43.307,11.938,NA,712.373,632.057,3.83,0.737,137.304,NA
"ME06Oct2015","A",2015,10,6,43.097,18.365,NA,644.675,646.296,3.935,3.299,157.793,NA
"ME06Oct2015","B",2015,10,6,43.738,14.844,NA,655.874,635.91,3.767,0.775,157.771,NA
"ME10Oct2015","A",2015,10,10,44.834,17.762,NA,690.596,617.827,6.343,3.913,150.619,NA
"ME10Oct2015","B",2015,10,10,42.46,16.143,NA,679.187,653.681,7.403,1.378,142.916,"No corresponding microbe sample"
"ME15Oct2015","A",2015,10,15,57.314,21.646,NA,755.625,669.758,10.083,4.515,185.768,"No corresponding microbe sample"
"ME15Oct2015","B",2015,10,15,53.914,19.839,NA,727.261,651.926,10.209,2.01,180.875,NA
"ME18Oct2015","A",2015,10,18,66.193,32.351,NA,845.221,735.871,15.101,5.229,229.582,NA
"ME18Oct2015","B",2015,10,18,64.329,30.453,NA,837.078,798.063,15.922,2.712,222.021,NA
"ME22Oct2015","A",2015,10,22,69.76,40.277,NA,886.555,819.597,21.158,5.287,308.775,NA
"ME22Oct2015","B",2015,10,22,74.867,38.769,NA,874.447,800.719,22.443,3.038,300.463,NA
"ME25Oct2015","A",2015,10,25,88.681,54.242,NA,965.422,902.982,18.057,5.581,414.905,NA
"ME25Oct2015","B",2015,10,25,81.885,51.888,NA,974.427,895.067,17.687,3.125,398.688,NA
"ME03Nov2015","A",2015,11,3,92.305,72.615,NA,1040.309,999.524,35.996,7.172,521.832,NA
"ME03Nov2015","B",2015,11,3,85.368,73.765,NA,1026.719,1006.41,35.69,4.869,503.469,NA
"ME10Nov2015","A",2015,11,10,86.088,68.83,NA,1036.112,992.818,55.086,9.431,522.358,NA
"ME10Nov2015","B",2015,11,10,89.408,69.546,NA,1055.829,1033.118,53.784,6.81,508.384,NA
"ME06Apr2016","A",2016,4,6,76.01,49.423,NA,1546.521,1381.99,693.212,107.224,65.035,NA
"ME06Apr2016","B",2016,4,6,73.433,30.166,NA,1372.935,1172.982,688.127,108.203,65.531,NA
"ME13Apr2016","A",2016,4,13,63.208,29.164,NA,1506.235,1282.777,668.419,95.66,83.079,NA
"ME13Apr2016","B",2016,4,13,72.071,34.405,NA,1351.861,1159.792,669.544,95.188,86.099,NA
"ME20Apr2016","A",2016,4,20,64.117,27.073,NA,1574.426,1312.58,635.658,85.286,96.011,NA
"ME20Apr2016","B",2016,4,20,66.346,30.718,NA,1346.805,1110.028,644.901,85.816,93.531,NA
"ME22Apr2016","A",2016,4,22,78.933,23.773,NA,1577.714,1262.329,606.249,81.415,77.477,NA
"ME22Apr2016","B",2016,4,22,67.439,24.106,NA,1367.283,1102.049,603.78,83.369,78.252,NA
"ME29Apr2016","A",2016,4,29,63.288,25.328,NA,1495.133,1281.541,586.399,69.328,139.269,NA
"ME29Apr2016","B",2016,4,29,68.845,35.576,NA,1329.404,1128.737,589.119,66.478,139.195,NA
"ME06May2016","A",2016,5,6,72.772,36.353,NA,1518.282,1392.459,581.993,53.356,187.387,NA
"ME06May2016","B",2016,5,6,118.255,46.479,NA,1477.776,1224.499,585.044,53.284,189.877,NA
"ME12May2016","A",2016,5,12,59.639,40.859,NA,1535.335,1417.949,587.718,43.063,212.773,NA
"ME12May2016","B",2016,5,12,58.982,51.654,NA,1304.472,1244.347,579.163,42.411,218.719,NA
"ME16May2016","A",2016,5,16,55.272,44.164,NA,1506.898,1441.094,577.909,38.739,227.98,NA
"ME16May2016","B",2016,5,16,59.441,47.781,NA,1309.779,1250.162,582.873,38.299,229.355,NA
"ME18May2016","A",2016,5,18,67.804,48.072,NA,1612.573,1406.787,581.816,36.039,225.417,NA
"ME18May2016","B",2016,5,18,68.333,55.283,NA,1347.83,1233,582.952,36.402,225.79,NA
"ME20May2016","A",2016,5,20,55.008,43.587,NA,1460.728,1362.183,570.174,35.005,203.701,NA
"ME20May2016","B",2016,5,20,52.505,49.454,NA,1270.525,1207.832,572.774,34.678,202.776,NA
"ME23May2016","A",2016,5,23,53.466,44.535,NA,1464.163,1410.53,583.024,34.099,185.876,NA
"ME23May2016","B",2016,5,23,75.884,45.354,NA,1354.287,1214.638,571.226,33.901,187.807,NA
"ME26May2016","A",2016,5,26,44.966,36.47,NA,1413.611,1333.202,567.821,32.775,155.304,NA
"ME26May2016","B",2016,5,26,43.224,38.249,NA,1279.714,1222.988,562.553,32.692,162.751,NA
"ME02Jun2016","A",2016,6,2,46.31,38.925,NA,1351.554,1288.011,509.009,28.787,154.25,NA
"ME02Jun2016","B",2016,6,2,60.833,47.492,NA,1176.453,1118.547,516.917,28.638,167.177,NA
"ME08Jun2016","A",2016,6,8,37.824,44.724,NA,1054.065,1123.239,445.471,26.57,161.767,NA
"ME08Jun2016","B",2016,6,8,38.244,46.989,NA,1033.11,1137.952,447.62,26.216,156.418,NA
"ME13Jun2016","A",2016,6,13,37.93,29.544,NA,1099.377,1005.818,409.642,24.792,153.118,NA
"ME13Jun2016","B",2016,6,13,35.81,29.154,NA,1027.298,918.156,415.339,24.952,159.335,NA
"ME21Jun2016","A",2016,6,21,39.843,26.348,NA,1099.36,1016.556,370.82,22.152,147.214,NA
"ME21Jun2016","B",2016,6,21,38.477,23.138,NA,1126.894,1022.788,366.693,22.443,146.405,NA
"ME23Jun2016","A",2016,6,23,34.959,21.947,NA,1043.436,942.637,365.773,22.007,151.511,NA
"ME23Jun2016","B",2016,6,23,34.778,23.845,NA,993.572,872.857,365.811,22.009,156.794,NA
"ME30Jun2016","A",2016,6,30,39.81,22.809,NA,951.356,781.468,251.342,17.84,167.184,NA
"ME30Jun2016","B",2016,6,30,42.021,29.669,NA,996.577,905.904,260.006,17.716,183.626,NA
"ME06Jul2016","A",2016,7,6,30.892,18.823,NA,1241.251,1174.745,177.093,14.671,215.435,NA
"ME06Jul2016","B",2016,7,6,35.527,18.29,NA,920.029,803.482,175.305,13.603,200.664,NA
"ME08Jul2016","A",2016,7,8,25.561,17.216,NA,842.655,709.621,113.436,9.927,148.519,NA
"ME08Jul2016","B",2016,7,8,24.632,9.802,NA,846.433,711.448,115.218,9.405,143.784,NA
"ME20Jul2016","A",2016,7,20,22.792,8.451,NA,862.555,745.99,62.199,15.85,185.999,NA
"ME20Jul2016","B",2016,7,20,20.659,9.549,NA,840.359,722.457,58.993,14.899,169.501,NA
"ME22Jul2016","A",2016,7,22,29.408,10.835,NA,769.683,663.856,37.198,8.272,138.332,NA
"ME22Jul2016","B",2016,7,22,23.446,11.556,NA,725.841,658.922,41.41,9.325,156.189,NA
"ME27Jul2016","A",2016,7,27,25.535,8.701,NA,750.794,659.028,28.789,11.699,179.958,NA
"ME27Jul2016","B",2016,7,27,24.658,11.752,NA,736.919,678.999,28.012,10.759,186.803,NA
"ME29Jul2016","A",2016,7,29,24.794,10.35,NA,790.419,649.254,22.033,6.38,187.713,NA
"ME29Jul2016","B",2016,7,29,26.596,10.226,NA,770.343,655.494,21.996,5.919,197.706,NA
"ME10Aug2016","A",2016,8,10,20.859,7.896,NA,736.686,600.593,6.658,1.058,166.616,NA
"ME10Aug2016","B",2016,8,10,22.405,7.179,NA,779.237,619.218,7.004,1.245,189.693,NA
"ME22Aug2016","A",2016,8,22,22.836,6.052,NA,729.665,543.622,5.324,0.699,146.301,NA
"ME22Aug2016","B",2016,8,22,17.747,7.026,NA,590.625,506.356,6.717,0.74,91.882,NA
"ME25Aug2016","A",2016,8,25,22.736,7.075,NA,675.761,524.274,7.883,0.64,128.734,NA
"ME25Aug2016","B",2016,8,25,16.418,5.968,NA,626.583,517.438,3.513,0.741,121.364,NA
"ME30Aug2016","A",2016,8,30,14.415,5.484,NA,614.132,506.08,4.44,0.62,116.936,NA
"ME30Aug2016","B",2016,8,30,15.196,4.976,NA,637.516,623.045,4.214,1.669,160.254,NA
"ME01Sep2016","A",2016,9,1,13.19,6.159,NA,622.663,562.854,5.3,0.665,131.36,NA
"ME01Sep2016","B",2016,9,1,14.539,4.638,NA,643.827,567.526,5.457,0.974,155.193,NA
"ME09Sep2016","A",2016,9,9,13.384,6.285,NA,608.81,586.398,6.224,0.921,109.894,NA
"ME09Sep2016","B",2016,9,9,15.825,3.192,NA,630.636,532.365,6.838,1.191,112.299,NA
"ME16Sep2016","A",2016,9,16,17.788,6.377,NA,726.073,567.157,12.544,1.537,126.098,NA
"ME16Sep2016","B",2016,9,16,21.753,5.56,NA,677.706,561.448,12.23,1.697,103.986,NA
"ME23Sep2016","A",2016,9,23,17.047,4.151,NA,635.294,565.128,15.768,1.856,109.264,NA
"ME23Sep2016","B",2016,9,23,16.173,5.016,NA,604.809,519.777,12.417,1.863,90.711,NA
"ME28Sep2016","A",2016,9,28,23.918,4.515,NA,650.184,563.42,21.671,2.453,104.662,NA
"ME28Sep2016","B",2016,9,28,22.956,4.387,NA,677.477,577.682,22.338,2.405,128.307,NA
"ME07Oct2016","A",2016,10,7,37.031,12.85,NA,767.547,624.919,29.54,3.595,158.89,NA
"ME07Oct2016","B",2016,10,7,31.632,13.532,NA,776.261,655.083,30.823,3.485,163.689,NA
"ME14Oct2016","A",2016,10,14,44.509,20.486,NA,830.324,669.826,31.957,4.386,195.405,NA
"ME14Oct2016","B",2016,10,14,46.378,20.877,NA,843.341,703.9,32.056,4.208,198.386,NA
"ME19Oct2016","A",2016,10,19,44.44,22.867,NA,787.64,649.225,44.513,4.805,185.49,NA
"ME19Oct2016","B",2016,10,19,46.058,20.301,NA,811.301,631.459,41.309,5.448,189.165,NA
"ME21Oct2016","A",2016,10,21,52.788,25.798,NA,950.443,704.678,50.309,5.327,216.067,NA
"ME21Oct2016","B",2016,10,21,48.091,27.623,NA,847.323,693.274,47.391,5.218,214.242,NA
"ME28Oct2016","A",2016,10,28,71.729,41.228,NA,999.067,801.773,52.316,5.923,326.912,NA
"ME28Oct2016","B",2016,10,28,77.051,42.569,NA,995.579,811.207,52.784,5.925,326.261,NA
"ME11Nov2016","A",2016,11,11,96.045,70.523,NA,1135.648,1009.282,102.835,7.618,446.752,NA
"ME11Nov2016","B",2016,11,11,93.038,68.838,NA,1160.519,998.858,105.105,8.128,448.119,NA
"ME16Nov2016","A",2016,11,16,99.605,73.195,NA,1172.836,1017.379,105.553,9.383,476.924,NA
"ME16Nov2016","B",2016,11,16,95.975,75.488,NA,1133.12,1003.63,105.643,9.367,548.2,NA
"ME21Apr2017","A",2017,4,21,100.956,34.399,NA,1691.142,1232.068,669.304,15.55,128.901,NA
"ME21Apr2017","B",2017,4,21,96.256,35.635,NA,1594.288,1250.545,666.129,15.773,128.787,NA
"ME12May2017","A",2017,5,12,82.123,41.216,NA,1520.582,1225.11,595.79,17.571,148.683,NA
"ME12May2017","B",2017,5,12,88.858,42.422,NA,1513.011,1251.569,592.76,17.073,143.857,NA
"ME23May2017","A",2017,5,23,100.068,59.947,NA,1632.496,1397.47,593.272,21.034,284.467,NA
"ME23May2017","B",2017,5,23,80.956,59.691,NA,1532.756,1353.296,592.017,20.964,279.627,NA
"ME25May2017","A",2017,5,25,71.148,63.19,NA,1433.986,1370.684,590.544,20.166,295.492,NA
"ME25May2017","B",2017,5,25,70.096,61.687,NA,1404.843,1375.756,597.597,20.181,292.794,NA
"ME02Jun2017","A",2017,6,2,68.384,66.494,NA,1444.775,1412.778,602.885,21.946,311.065,NA
"ME02Jun2017","B",2017,6,2,61.706,64.248,NA,1526.04,1445.879,600.355,21.516,316.833,NA
"ME07Jun2017","A",2017,6,7,65.591,55.408,NA,1414.965,1321.73,590.588,23.082,224.416,NA
"ME07Jun2017","B",2017,6,7,66.693,58.749,NA,1399.963,1334.216,591.385,22.568,238.763,NA
"ME09Jun2017","A",2017,6,9,67.896,57.385,NA,1358.302,1297.222,554.941,22.689,207.594,NA
"ME09Jun2017","B",2017,6,9,70.88,59.229,NA,1386.755,1285.594,569.502,23.207,210.104,NA
"ME13Jun2017","A",2017,6,13,58.462,55.99,NA,1031.298,983.382,369.195,18.575,236.367,NA
"ME13Jun2017","B",2017,6,13,64.304,55.913,NA,1262.523,1201.315,528.789,24.547,203.698,NA
"ME16Jun2017","A",2017,6,16,66.198,53.444,NA,1346.288,1231.716,476.876,26.706,207.463,NA
"ME16Jun2017","B",2017,6,16,66.902,32.299,NA,1409.53,1052.736,441.848,24.603,100.275,NA
"ME17Jun2017","A",2017,6,17,66.105,46.968,NA,1315.037,1182.815,456.086,26.97,186.904,NA
"ME17Jun2017","B",2017,6,17,67.842,51.543,NA,1348.654,1222.966,455.947,27.127,205.588,NA
"ME18Jun2017","A",2017,6,18,126,31.945,NA,1993.927,1112.152,423.109,25.168,129.515,NA
"ME18Jun2017","B",2017,6,18,49.786,36.003,NA,1219.369,1103.76,428.499,25.199,142.33,NA
"ME20Jun2017","A",2017,6,20,70.538,59.304,NA,1469.891,1336.095,431.585,30.323,341.66,NA
"ME20Jun2017","B",2017,6,20,67.864,56.278,NA,1396.611,1314.824,427.233,29.848,337.577,NA
"ME24Jun2017","A",2017,6,24,62.441,48.609,NA,1286.907,1170.703,430.552,31.238,245.787,NA
"ME24Jun2017","B",2017,6,24,63.861,52.988,NA,1332.323,1229.378,427.851,30.574,244.812,NA
"ME27Jun2017","A",2017,6,27,66.805,45.358,NA,1343.247,1152.8,428.765,32.411,197.415,NA
"ME27Jun2017","B",2017,6,27,63.744,42.885,NA,1356.615,1199.267,423.683,32.542,192.955,NA
"ME08Jul2017","A",2017,7,8,53.296,18.203,NA,1103.509,836.646,211.559,44.835,94.756,NA
"ME08Jul2017","B",2017,7,8,50.404,18.771,NA,1225.738,809.413,219.35,47.594,99.166,NA
"ME11Jul2017","A",2017,7,11,63.111,14.986,NA,1071.006,788.821,194.026,60.891,62.596,NA
"ME11Jul2017","B",2017,7,11,43.468,16.711,NA,975.584,793.03,208.171,67.555,66.236,NA
"ME14Jul2017","A",2017,7,14,46.663,18.478,NA,1053.568,866.934,186.41,94.226,75.52,NA
"ME14Jul2017","B",2017,7,14,48.162,19.985,NA,1137.34,843.755,214.333,106.073,80.51,NA
"ME18Jul2017","A",2017,7,18,43.194,18.542,NA,971.327,779.05,178.51,77.071,84.613,NA
"ME18Jul2017","B",2017,7,18,39.746,17.181,NA,950.437,785.488,182.549,76.402,73.716,NA
"ME24Jul2017","A",2017,7,24,46.314,16.369,NA,968.205,732.363,151.312,49.351,73.162,NA
"ME24Jul2017","B",2017,7,24,44.931,18.529,NA,940.222,741.837,154.723,52.378,76.074,NA
"ME27Jul2017","A",2017,7,27,42.985,17.585,NA,945.102,709.485,135.859,59.837,94.208,NA
"ME27Jul2017","B",2017,7,27,41.356,15.91,NA,909.495,684.905,125.883,53.614,81.164,NA
"ME01Aug2017","A",2017,8,1,36.68,14.291,NA,885.723,696.178,84.503,39.828,83.141,NA
"ME01Aug2017","B",2017,8,1,38.203,15.569,NA,808.228,674.746,93.26,46.775,79.796,NA
"ME05Aug2017","A",2017,8,5,41.876,20.171,NA,791.051,623.488,48.532,35.629,123.334,NA
"ME05Aug2017","B",2017,8,5,39.494,18.323,NA,835.631,732.198,37.408,27.534,110.054,NA
"ME08Aug2017","A",2017,8,8,34.877,18.073,NA,776.336,633.285,62.215,27.952,105.231,NA
"ME08Aug2017","B",2017,8,8,40.537,15.316,NA,826.116,590.875,44.937,18.676,99.701,NA
"ME18Aug2017","A",2017,8,18,28.616,7.675,NA,704.314,482.27,3.317,0.55,23.004,NA
"ME18Aug2017","B",2017,8,18,29.492,9.748,NA,696.377,524.641,2.895,0.756,20.869,NA
"ME24Aug2017","A",2017,8,24,31.277,8.564,NA,751.536,555.977,5.641,0.443,83.085,NA
"ME24Aug2017","B",2017,8,24,28.77,8.188,NA,708.466,502.81,15.209,0.733,77.26,NA
"ME30Aug2017","A",2017,8,30,20.989,4.4,NA,704.194,515.611,2.867,0.554,62.963,NA
"ME30Aug2017","B",2017,8,30,22.385,5.079,NA,696.178,513.157,3.174,0.414,56.028,NA
"ME07Sep2017","A",2017,9,7,28.463,11.351,NA,659.193,488.9,3.471,0.349,26.457,NA
"ME07Sep2017","B",2017,9,7,28.293,9.344,NA,651.068,471.148,4.171,0.308,26.836,NA
"ME15Sep2017","A",2017,9,15,24.851,6.99,NA,634.226,471.263,8.93,0.717,51.697,NA
"ME15Sep2017","B",2017,9,15,27.137,9.244,NA,642.859,528.279,8.687,0.802,53.733,NA
"ME22Sep2017","A",2017,9,22,22.853,11.938,NA,651.229,729.484,15.563,10.051,77.102,NA
"ME22Sep2017","B",2017,9,22,22.216,10.221,NA,620.745,500.567,14.017,11.805,68.058,NA
"ME04Oct2017","A",2017,10,4,43.439,11.164,NA,646.18,357.614,14.046,11.969,48.832,NA
"ME04Oct2017","B",2017,10,4,22.45,9.54,NA,652.547,519.457,13.704,11.952,52.924,NA
"ME13Oct2017","A",2017,10,13,36.435,14.871,NA,863.52,724.788,49.784,9.087,188.803,NA
"ME13Oct2017","B",2017,10,13,38.861,13.745,NA,813.859,684.138,49.032,9.282,176.935,NA
"ME20Oct2017","A",2017,10,20,54.295,40.174,NA,975.384,834.055,62.759,14.158,329.497,NA
"ME03Nov2017","A",2017,11,3,105.639,94.974,NA,1332.809,1231.78,99.557,19.715,729.771,NA
"ME03Nov2017","B",2017,11,3,105.931,95.051,NA,1297.091,1244.025,95.257,19.98,736.123,NA
"ME01Dec2017","A",2017,12,1,107.455,107.603,NA,1532.8,1495.724,236.081,21.928,816.47,NA
"ME01Dec2017","B",2017,12,1,111.092,108.478,NA,1514.723,1463.622,234.403,21.678,802.335,NA
"ME19Jan2018","A",2018,1,19,92.897,90.731,NA,1592.248,1503.226,376.732,26.215,658.085,NA
"ME19Jan2018","B",2018,1,19,94.39,64.112,NA,1502.769,1355.653,377.019,25.75,658.464,NA
"ME11Apr2018","A",2018,4,11,116.075,42.802,NA,1721.041,1336.413,707.002,101.754,238.688,NA
"ME11Apr2018","B",2018,4,11,111.193,45.896,NA,1686.577,1330.552,705.736,100.787,236.984,NA
"ME20Apr2018","A",2018,4,20,113.096,48.411,NA,1781.738,1470.701,724.802,102.285,307.373,NA
"ME20Apr2018","B",2018,4,20,105.722,63.789,NA,1690.064,1489.925,720.558,101.697,308.033,NA
"ME25Apr2018","A",2018,4,25,93.112,40.302,NA,1597.744,1461.58,718.897,99.551,278.395,NA
"ME25Apr2018","B",2018,4,25,108.181,42.311,NA,1674.209,1452.466,723.511,99.834,277.181,NA
"ME07May2018","A",2018,5,7,85.175,32.962,NA,1591.07,1318.484,724.268,92.289,135.517,NA
"ME07May2018","B",2018,5,7,81.964,26.691,NA,1515.978,1287.141,724.448,90.825,132.272,NA
"ME24May2018","A",2018,5,24,73.166,35.119,NA,1440.01,1338.259,656.28,75.685,225.211,NA
"ME24May2018","B",2018,5,24,65.775,27.95,NA,1391.035,1320.196,656.51,75.814,220.911,NA
"ME29May2018","A",2018,5,29,66.827,28.246,NA,1408.124,1400.701,641.894,74.163,205.382,NA
"ME29May2018","B",2018,5,29,77.651,23.603,NA,1445.438,1320.799,638.213,75.131,219.915,NA
"ME05Jun2018","A",2018,6,5,78.654,28.418,NA,1488.351,1215.053,576.231,77.123,172.274,NA
"ME05Jun2018","B",2018,6,5,71.799,20.065,NA,1475.059,1231.848,583.707,77.188,161.101,NA
"ME07Jun2018","A",2018,6,7,104.689,20.388,NA,2017.437,1334.849,538.484,77.91,146.122,NA
"ME07Jun2018","B",2018,6,7,107.161,33.295,NA,1933.913,1419.072,536.501,75.833,149.24,NA
"ME12Jun2018","A",2018,6,12,55.54,19.625,NA,1386.359,1371.926,579.67,70.565,235.912,NA
"ME12Jun2018","B",2018,6,12,53.927,26.161,NA,1372.706,1332.135,566.863,69.538,232.948,NA
"ME14Jun2018","A",2018,6,14,53.461,24.682,NA,1397.856,1348.753,564.342,64.59,257.4,NA
"ME14Jun2018","B",2018,6,14,55.816,21.803,NA,1432.738,1396.215,566.284,65.749,256.206,NA
"ME18Jun2018","A",2018,6,18,66.966,24.111,NA,1440.826,1322.757,531.912,69.288,246.93,NA
"ME18Jun2018","B",2018,6,18,71.738,28.341,NA,1440.207,1386.326,547.278,67.558,390.961,NA
"ME21Jun2018","A",2018,6,21,57.482,28.544,NA,1362.72,1297.812,577.91,58.206,223.282,NA
"ME21Jun2018","B",2018,6,21,67.133,29.123,NA,1356.885,1312.682,565.457,59.293,225.448,NA
"ME26Jun2018","A",2018,6,26,77.337,52.072,NA,1297.122,1261.559,587.197,56.808,151.567,NA
"ME26Jun2018","B",2018,6,26,70.17,30.633,NA,1320.872,1202.769,583.921,57.991,147.318,NA
"ME28Jun2018","A",2018,6,28,55.177,46.672,NA,1222.556,1150.799,547.181,64.215,90.809,NA
"ME28Jun2018","B",2018,6,28,63.093,58.715,NA,1246.052,1210.427,533.975,61.202,105.964,NA
"ME28Jun2018D0","surface",2018,6,28,135.643,16.005,NA,2055.981,825.679,341.68,66.346,3.229,NA
"ME03Jul2018","A",2018,7,3,71.003,43.603,NA,1223.694,1029.514,436.399,52.559,89.24,NA
"ME03Jul2018","B",2018,7,3,78.03,38.867,NA,1377.455,957.531,420.317,52.971,87,NA
"ME06Jul2018","A",2018,7,6,43.909,29.929,NA,1089.398,990.498,383.241,45.43,106,NA
"ME06Jul2018","B",2018,7,6,51.677,31.942,NA,1097.379,958.338,393.072,44.014,112.695,NA
"ME09Jul2018","A",2018,7,9,54.455,30.852,NA,1065.791,922.598,310.534,35.549,97.105,NA
"ME09Jul2018","B",2018,7,9,52.985,30.614,NA,1036.178,853.705,293.257,35.804,89.991,NA
"ME11Jul2018","A",2018,7,11,55.591,30.034,NA,1116.456,999.343,373.131,42.09,98.773,NA
"ME11Jul2018","B",2018,7,11,47.579,30.153,NA,1039.682,950.124,362.265,39.822,92.124,NA
"ME17Jul2018","A",2018,7,17,56.037,27.115,NA,1243.481,954.586,374.543,53.164,89.544,NA
"ME17Jul2018","B",2018,7,17,52.412,27.971,NA,1231.116,1018.407,369.05,53.756,97.858,NA
"ME19Jul2018","A",2018,7,19,43.589,23.927,NA,1046.205,938.09,358.28,71.704,85.312,NA
"ME19Jul2018","B",2018,7,19,43.856,24.808,NA,1058.045,960.262,369.015,72.856,82.289,NA
"ME24Jul2018","A",2018,7,24,39.864,16.789,NA,913.658,750.216,206.293,57.734,53.199,NA
"ME24Jul2018","B",2018,7,24,46.837,20.08,NA,978.45,762.677,217.368,62.256,62.464,NA
"ME27Jul2018","A",2018,7,27,38.529,14.537,NA,834.8,685.239,139.306,38.902,33.242,NA
"ME27Jul2018","B",2018,7,27,36.759,14.861,NA,836.213,674.906,154.933,42.673,38.102,NA
"ME01Aug2018","A",2018,8,1,33.424,17.15,NA,811.068,705.17,174.338,63.996,70.693,NA
"ME01Aug2018","B",2018,8,1,33.806,18.892,NA,835.847,713.403,189.479,70.505,85.044,NA
"ME06Aug2018","A",2018,8,6,25.165,14.066,NA,779.036,694.154,162.447,62.57,72.762,NA
"ME06Aug2018","B",2018,8,6,30.919,12.863,NA,835.42,704.085,174.84,64.102,71.749,NA
"ME08Aug2018","A",2018,8,8,31.027,14.807,NA,782.526,679.321,154.98,58.826,65.522,NA
"ME08Aug2018","B",2018,8,8,33.428,14.408,NA,824.026,658.611,152.63,57.991,72.373,NA
"ME14Aug2018","A",2018,8,14,19.894,8.746,NA,711.596,585.318,93.319,47.907,61.234,NA
"ME14Aug2018","B",2018,8,14,18.498,9.56,NA,666.341,617.485,95.315,48.99,64.572,NA
"ME16Aug2018","A",2018,8,16,23.593,8.593,NA,724.942,577.437,83.568,36.949,75.344,NA
"ME16Aug2018","B",2018,8,16,22.672,8.666,NA,637.784,532.813,63.114,29.647,61.175,NA
"ME20Aug2018","A",2018,8,20,23.249,8.548,NA,669.619,522.143,51.156,14.243,59.185,NA
"ME20Aug2018","B",2018,8,20,25.936,11.826,NA,679.628,546.41,50.508,14.127,55.675,NA
"ME25Aug2018","A",2018,8,25,31.672,16.459,NA,700.859,529.121,49.877,17.464,67.067,NA
"ME25Aug2018","B",2018,8,25,31.72,18.198,NA,716.295,522.117,52.81,19.237,72.746,NA
"ME31Aug2018","A",2018,8,31,16.688,12.227,NA,385.855,327.925,40.142,24.528,79.471,NA
"ME31Aug2018","B",2018,8,31,29.633,11.167,NA,686.684,514.636,29.255,18.096,46.459,NA
"ME04Sep2018","A",2018,9,4,28.152,15.429,NA,655.124,489.313,12.12,12.867,73.25,NA
"ME04Sep2018","B",2018,9,4,29.805,14.554,NA,649.993,487.584,11.946,11.501,65.134,NA
"ME14Sep2018","A",2018,9,14,21.757,12.385,NA,567.289,488.301,3.697,2.297,39.684,NA
"ME14Sep2018","B",2018,9,14,24.702,14.449,NA,654.871,556.862,3.018,2.347,49.418,NA
"ME22Sep2018","A",2018,9,22,29.378,14.211,NA,684.116,521.605,8.548,3.91,46.581,NA
"ME22Sep2018","B",2018,9,22,28.601,17.192,NA,713.295,510.063,14.015,4.096,55.855,NA
"ME29Sep2018","A",2018,9,29,33.948,18.488,NA,730.83,545.601,19.482,5.431,35.022,NA
"ME29Sep2018","B",2018,9,29,24.833,19.302,NA,732.441,570.488,20.206,5.388,40.931,NA
"ME05Oct2018","A",2018,10,5,40.037,24.488,NA,739.803,608.667,43.871,7.197,112.443,NA
"ME05Oct2018","B",2018,10,5,42.253,23.312,NA,746.23,620.834,49.141,6.981,115.927,NA
"ME13Oct2018","A",2018,10,13,52.005,41.575,NA,823.928,672.901,78.336,11.728,155.516,NA
"ME13Oct2018","B",2018,10,13,54.562,39.183,NA,843.645,731.796,78.607,11.709,160.351,NA
"ME24Oct2018","A",2018,10,24,92.398,89.524,NA,1031.134,886.009,106.045,18.537,371.341,NA
